"winner_name","loser_name","surface","year","period"
"Murray A.","Goffin D.","Hard",2015,"2014-16"
"Djokovic N.","Simon G.","Hard",2015,"2014-16"
"Isner J.","Federer R.","Hard",2015,"2014-16"
"Nadal R.","Anderson K.","Hard",2015,"2014-16"
"Murray A.","Gasquet R.","Hard",2015,"2014-16"
"Wawrinka S.","Nadal R.","Hard",2015,"2014-16"
"Djokovic N.","Wawrinka S.","Hard",2015,"2014-16"
"Djokovic N.","Murray A.","Hard",2015,"2014-16"
"Djokovic N.","Nishikori K.","Hard",2015,"2014-16"
"Nadal R.","Wawrinka S.","Hard",2015,"2014-16"
"Federer R.","Djokovic N.","Hard",2015,"2014-16"
"Nadal R.","Murray A.","Hard",2015,"2014-16"
"Federer R.","Nishikori K.","Hard",2015,"2014-16"
"Wawrinka S.","Murray A.","Hard",2015,"2014-16"
"Djokovic N.","Nadal R.","Hard",2015,"2014-16"
"Federer R.","Wawrinka S.","Hard",2015,"2014-16"
"Djokovic N.","Federer R.","Hard",2015,"2014-16"
"Dimitrov G.","Simon G.","Hard",2016,"2014-16"
"Thiem D.","Cilic M.","Hard",2016,"2014-16"
"Federer R.","Dimitrov G.","Hard",2016,"2014-16"
"Federer R.","Thiem D.","Hard",2016,"2014-16"
"Raonic M.","Federer R.","Hard",2016,"2014-16"
"Wawrinka S.","Rublev A.","Hard",2016,"2014-16"
"Wawrinka S.","Paire B.","Hard",2016,"2014-16"
"Wawrinka S.","Coric B.","Hard",2016,"2014-16"
"Djokovic N.","Verdasco F.","Hard",2016,"2014-16"
"Djokovic N.","Nadal R.","Hard",2016,"2014-16"
"Fognini F.","Sousa J.","Hard",2016,"2014-16"
"Ramos-Vinolas A.","Coric B.","Hard",2016,"2014-16"
"Murray A.","Zverev A.","Hard",2016,"2014-16"
"Verdasco F.","Nadal R.","Hard",2016,"2014-16"
"Cilic M.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Goffin D.","Thiem D.","Hard",2016,"2014-16"
"Federer R.","Dimitrov G.","Hard",2016,"2014-16"
"Isner J.","Lopez F.","Hard",2016,"2014-16"
"Murray A.","Sousa J.","Hard",2016,"2014-16"
"Djokovic N.","Simon G.","Hard",2016,"2014-16"
"Federer R.","Goffin D.","Hard",2016,"2014-16"
"Raonic M.","Wawrinka S.","Hard",2016,"2014-16"
"Djokovic N.","Nishikori K.","Hard",2016,"2014-16"
"Raonic M.","Monfils G.","Hard",2016,"2014-16"
"Djokovic N.","Federer R.","Hard",2016,"2014-16"
"Murray A.","Raonic M.","Hard",2016,"2014-16"
"Djokovic N.","Murray A.","Hard",2016,"2014-16"
"Zverev A.","Cilic M.","Hard",2016,"2014-16"
"Ramos-Vinolas A.","Lajovic D.","Clay",2016,"2014-16"
"Lajovic D.","Isner J.","Clay",2016,"2014-16"
"Thiem D.","Lajovic D.","Clay",2016,"2014-16"
"Thiem D.","Nadal R.","Clay",2016,"2014-16"
"Fritz T.","Johnson S.","Hard",2016,"2014-16"
"Nishikori K.","Fritz T.","Hard",2016,"2014-16"
"Monfils G.","Coric B.","Hard",2016,"2014-16"
"Zverev A.","Simon G.","Hard",2016,"2014-16"
"Monfils G.","Zverev A.","Hard",2016,"2014-16"
"Dimitrov G.","Mannarino A.","Hard",2016,"2014-16"
"Paire B.","Wawrinka S.","Hard",2016,"2014-16"
"Cilic M.","Paire B.","Hard",2016,"2014-16"
"Thiem D.","Schwartzman D.","Clay",2016,"2014-16"
"Fritz T.","Chardy J.","Hard",2016,"2014-16"
"Thiem D.","Dimitrov G.","Hard",2016,"2014-16"
"Lajovic D.","Paire B.","Clay",2016,"2014-16"
"Tiafoe F.","Fritz T.","Hard",2016,"2014-16"
"Goffin D.","Tiafoe F.","Hard",2016,"2014-16"
"Zverev A.","Dimitrov G.","Hard",2016,"2014-16"
"Mannarino A.","Paire B.","Hard",2016,"2014-16"
"Monfils G.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Nishikori K.","Johnson S.","Hard",2016,"2014-16"
"Zverev A.","Simon G.","Hard",2016,"2014-16"
"Isner J.","Mannarino A.","Hard",2016,"2014-16"
"Nadal R.","Verdasco F.","Hard",2016,"2014-16"
"Cilic M.","Gasquet R.","Hard",2016,"2014-16"
"Goffin D.","Wawrinka S.","Hard",2016,"2014-16"
"Nadal R.","Zverev A.","Hard",2016,"2014-16"
"Nishikori K.","Isner J.","Hard",2016,"2014-16"
"Djokovic N.","Lopez F.","Hard",2016,"2014-16"
"Goffin D.","Cilic M.","Hard",2016,"2014-16"
"Raonic M.","Monfils G.","Hard",2016,"2014-16"
"Nadal R.","Nishikori K.","Hard",2016,"2014-16"
"Raonic M.","Goffin D.","Hard",2016,"2014-16"
"Djokovic N.","Nadal R.","Hard",2016,"2014-16"
"Djokovic N.","Raonic M.","Hard",2016,"2014-16"
"Cilic M.","Lajovic D.","Hard",2016,"2014-16"
"Verdasco F.","Chardy J.","Hard",2016,"2014-16"
"Johnson S.","Zverev A.","Hard",2016,"2014-16"
"Gasquet R.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Gasquet R.","Paire B.","Hard",2016,"2014-16"
"Simon G.","Cilic M.","Hard",2016,"2014-16"
"Djokovic N.","Sousa J.","Hard",2016,"2014-16"
"Dimitrov G.","Murray A.","Hard",2016,"2014-16"
"Djokovic N.","Thiem D.","Hard",2016,"2014-16"
"Monfils G.","Dimitrov G.","Hard",2016,"2014-16"
"Goffin D.","Simon G.","Hard",2016,"2014-16"
"Nishikori K.","Monfils G.","Hard",2016,"2014-16"
"Djokovic N.","Goffin D.","Hard",2016,"2014-16"
"Djokovic N.","Nishikori K.","Hard",2016,"2014-16"
"Zverev A.","Rublev A.","Clay",2016,"2014-16"
"Bautista Agut R.","Ramos-Vinolas A.","Clay",2016,"2014-16"
"Thiem D.","Struff J.L.","Clay",2016,"2014-16"
"Goffin D.","Lopez F.","Clay",2016,"2014-16"
"Simon G.","Dimitrov G.","Clay",2016,"2014-16"
"Bautista Agut R.","Chardy J.","Clay",2016,"2014-16"
"Paire B.","Sousa J.","Clay",2016,"2014-16"
"Goffin D.","Verdasco F.","Clay",2016,"2014-16"
"Murray A.","Paire B.","Clay",2016,"2014-16"
"Wawrinka S.","Simon G.","Clay",2016,"2014-16"
"Nadal R.","Thiem D.","Clay",2016,"2014-16"
"Federer R.","Bautista Agut R.","Clay",2016,"2014-16"
"Murray A.","Raonic M.","Clay",2016,"2014-16"
"Nadal R.","Wawrinka S.","Clay",2016,"2014-16"
"Nadal R.","Murray A.","Clay",2016,"2014-16"
"Nadal R.","Monfils G.","Clay",2016,"2014-16"
"Zverev A.","Struff J.L.","Clay",2016,"2014-16"
"Khachanov K.","Bautista Agut R.","Clay",2016,"2014-16"
"Nishikori K.","Chardy J.","Clay",2016,"2014-16"
"Nadal R.","Fognini F.","Clay",2016,"2014-16"
"Nishikori K.","Paire B.","Clay",2016,"2014-16"
"Nadal R.","Nishikori K.","Clay",2016,"2014-16"
"Carreno Busta P.","Verdasco F.","Clay",2016,"2014-16"
"Carreno Busta P.","Simon G.","Clay",2016,"2014-16"
"Carreno Busta P.","Paire B.","Clay",2016,"2014-16"
"Ramos-Vinolas A.","Mannarino A.","Clay",2016,"2014-16"
"Ramos-Vinolas A.","Khachanov K.","Clay",2016,"2014-16"
"Schwartzman D.","Dimitrov G.","Clay",2016,"2014-16"
"Zverev A.","Goffin D.","Clay",2016,"2014-16"
"Thiem D.","Zverev A.","Clay",2016,"2014-16"
"Monfils G.","Anderson K.","Clay",2016,"2014-16"
"Carreno Busta P.","Dimitrov G.","Clay",2016,"2014-16"
"Ramos-Vinolas A.","Chardy J.","Clay",2016,"2014-16"
"Gasquet R.","Verdasco F.","Clay",2016,"2014-16"
"Bautista Agut R.","Lopez F.","Clay",2016,"2014-16"
"Nishikori K.","Fognini F.","Clay",2016,"2014-16"
"Simon G.","Carreno Busta P.","Clay",2016,"2014-16"
"Djokovic N.","Coric B.","Clay",2016,"2014-16"
"Murray A.","Simon G.","Clay",2016,"2014-16"
"Nishikori K.","Gasquet R.","Clay",2016,"2014-16"
"Djokovic N.","Bautista Agut R.","Clay",2016,"2014-16"
"Nadal R.","Sousa J.","Clay",2016,"2014-16"
"Djokovic N.","Raonic M.","Clay",2016,"2014-16"
"Murray A.","Nadal R.","Clay",2016,"2014-16"
"Djokovic N.","Nishikori K.","Clay",2016,"2014-16"
"Djokovic N.","Murray A.","Clay",2016,"2014-16"
"Anderson K.","Lopez F.","Clay",2016,"2014-16"
"Sousa J.","Sonego L.","Clay",2016,"2014-16"
"Zverev A.","Dimitrov G.","Clay",2016,"2014-16"
"Wawrinka S.","Paire B.","Clay",2016,"2014-16"
"Federer R.","Zverev A.","Clay",2016,"2014-16"
"Thiem D.","Sousa J.","Clay",2016,"2014-16"
"Chardy J.","Bautista Agut R.","Clay",2016,"2014-16"
"Thiem D.","Federer R.","Clay",2016,"2014-16"
"Nishikori K.","Gasquet R.","Clay",2016,"2014-16"
"Murray A.","Chardy J.","Clay",2016,"2014-16"
"Murray A.","Goffin D.","Clay",2016,"2014-16"
"Djokovic N.","Nadal R.","Clay",2016,"2014-16"
"Nishikori K.","Thiem D.","Clay",2016,"2014-16"
"Djokovic N.","Nishikori K.","Clay",2016,"2014-16"
"Murray A.","Djokovic N.","Clay",2016,"2014-16"
"Wawrinka S.","Ramos-Vinolas A.","Clay",2016,"2014-16"
"Wawrinka S.","Carreno Busta P.","Clay",2016,"2014-16"
"Wawrinka S.","Cilic M.","Clay",2016,"2014-16"
"Schwartzman D.","Verdasco F.","Clay",2016,"2014-16"
"Anderson K.","Schwartzman D.","Clay",2016,"2014-16"
"Mannarino A.","Paire B.","Clay",2016,"2014-16"
"Simon G.","Fritz T.","Clay",2016,"2014-16"
"Sousa J.","Anderson K.","Clay",2016,"2014-16"
"Zverev A.","Simon G.","Clay",2016,"2014-16"
"Zverev A.","Sousa J.","Clay",2016,"2014-16"
"Thiem D.","Mannarino A.","Clay",2016,"2014-16"
"Thiem D.","Zverev A.","Clay",2016,"2014-16"
"Verdasco F.","Johnson S.","Clay",2016,"2014-16"
"Coric B.","Fritz T.","Clay",2016,"2014-16"
"Raonic M.","Mannarino A.","Clay",2016,"2014-16"
"Nishikori K.","Verdasco F.","Clay",2016,"2014-16"
"Wawrinka S.","Chardy J.","Clay",2016,"2014-16"
"Thiem D.","Zverev A.","Clay",2016,"2014-16"
"Bautista Agut R.","Coric B.","Clay",2016,"2014-16"
"Ramos-Vinolas A.","Raonic M.","Clay",2016,"2014-16"
"Murray A.","Isner J.","Clay",2016,"2014-16"
"Gasquet R.","Nishikori K.","Clay",2016,"2014-16"
"Djokovic N.","Bautista Agut R.","Clay",2016,"2014-16"
"Murray A.","Gasquet R.","Clay",2016,"2014-16"
"Wawrinka S.","Ramos-Vinolas A.","Clay",2016,"2014-16"
"Thiem D.","Goffin D.","Clay",2016,"2014-16"
"Djokovic N.","Thiem D.","Clay",2016,"2014-16"
"Murray A.","Wawrinka S.","Clay",2016,"2014-16"
"Djokovic N.","Murray A.","Clay",2016,"2014-16"
"Mannarino A.","Medvedev D.","Grass",2016,"2014-16"
"Simon G.","Struff J.L.","Grass",2016,"2014-16"
"Federer R.","Fritz T.","Grass",2016,"2014-16"
"Thiem D.","Federer R.","Grass",2016,"2014-16"
"Goffin D.","Coric B.","Grass",2016,"2014-16"
"Federer R.","Struff J.L.","Grass",2016,"2014-16"
"Thiem D.","Sousa J.","Grass",2016,"2014-16"
"Federer R.","Goffin D.","Grass",2016,"2014-16"
"Zverev A.","Federer R.","Grass",2016,"2014-16"
"Johnson S.","Gasquet R.","Grass",2016,"2014-16"
"Verdasco F.","Wawrinka S.","Grass",2016,"2014-16"
"Cilic M.","Lopez F.","Grass",2016,"2014-16"
"Johnson S.","Mannarino A.","Grass",2016,"2014-16"
"Cilic M.","Johnson S.","Grass",2016,"2014-16"
"Raonic M.","Bautista Agut R.","Grass",2016,"2014-16"
"Murray A.","Cilic M.","Grass",2016,"2014-16"
"Murray A.","Raonic M.","Grass",2016,"2014-16"
"Mannarino A.","Fritz T.","Grass",2016,"2014-16"
"Anderson K.","Verdasco F.","Grass",2016,"2014-16"
"Johnson S.","Anderson K.","Grass",2016,"2014-16"
"Raonic M.","Carreno Busta P.","Grass",2016,"2014-16"
"Chardy J.","Monfils G.","Grass",2016,"2014-16"
"Wawrinka S.","Fritz T.","Grass",2016,"2014-16"
"Djokovic N.","Mannarino A.","Grass",2016,"2014-16"
"Johnson S.","Chardy J.","Grass",2016,"2014-16"
"Dimitrov G.","Simon G.","Grass",2016,"2014-16"
"Lopez F.","Fognini F.","Grass",2016,"2014-16"
"Johnson S.","Dimitrov G.","Grass",2016,"2014-16"
"Gasquet R.","Ramos-Vinolas A.","Grass",2016,"2014-16"
"Federer R.","Johnson S.","Grass",2016,"2014-16"
"Raonic M.","Goffin D.","Grass",2016,"2014-16"
"Federer R.","Cilic M.","Grass",2016,"2014-16"
"Raonic M.","Federer R.","Grass",2016,"2014-16"
"Murray A.","Raonic M.","Grass",2016,"2014-16"
"Ramos-Vinolas A.","Verdasco F.","Clay",2016,"2014-16"
"Medvedev D.","Struff J.L.","Clay",2016,"2014-16"
"Lajovic D.","Khachanov K.","Clay",2016,"2014-16"
"Mannarino A.","Tiafoe F.","Hard",2016,"2014-16"
"Johnson S.","Mannarino A.","Hard",2016,"2014-16"
"Zverev A.","Fritz T.","Hard",2016,"2014-16"
"Monfils G.","Coric B.","Hard",2016,"2014-16"
"Johnson S.","Isner J.","Hard",2016,"2014-16"
"Zverev A.","Paire B.","Hard",2016,"2014-16"
"Monfils G.","Zverev A.","Hard",2016,"2014-16"
"Monfils G.","Sousa J.","Hard",2016,"2014-16"
"Fognini F.","Johnson S.","Hard",2016,"2014-16"
"Dimitrov G.","Shapovalov D.","Hard",2016,"2014-16"
"Monfils G.","Goffin D.","Hard",2016,"2014-16"
"Wawrinka S.","Anderson K.","Hard",2016,"2014-16"
"Nishikori K.","Dimitrov G.","Hard",2016,"2014-16"
"Monfils G.","Raonic M.","Hard",2016,"2014-16"
"Nishikori K.","Wawrinka S.","Hard",2016,"2014-16"
"Djokovic N.","Monfils G.","Hard",2016,"2014-16"
"Djokovic N.","Nishikori K.","Hard",2016,"2014-16"
"Verdasco F.","Lajovic D.","Hard",2016,"2014-16"
"Isner J.","Mannarino A.","Hard",2016,"2014-16"
"Isner J.","Fritz T.","Hard",2016,"2014-16"
"Carreno Busta P.","Chardy J.","Hard",2016,"2014-16"
"Lopez F.","Carreno Busta P.","Hard",2016,"2014-16"
"Coric B.","Paire B.","Hard",2016,"2014-16"
"Dimitrov G.","Simon G.","Hard",2016,"2014-16"
"Gasquet R.","Mannarino A.","Hard",2016,"2014-16"
"Monfils G.","Carreno Busta P.","Hard",2016,"2014-16"
"Isner J.","Fognini F.","Hard",2016,"2014-16"
"Verdasco F.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Raonic M.","Isner J.","Hard",2016,"2014-16"
"Dimitrov G.","Lopez F.","Hard",2016,"2014-16"
"Anderson K.","Gasquet R.","Hard",2016,"2014-16"
"Cilic M.","Verdasco F.","Hard",2016,"2014-16"
"Dimitrov G.","Wawrinka S.","Hard",2016,"2014-16"
"Coric B.","Nadal R.","Hard",2016,"2014-16"
"Murray A.","Anderson K.","Hard",2016,"2014-16"
"Dimitrov G.","Johnson S.","Hard",2016,"2014-16"
"Raonic M.","Thiem D.","Hard",2016,"2014-16"
"Murray A.","Raonic M.","Hard",2016,"2014-16"
"Cilic M.","Dimitrov G.","Hard",2016,"2014-16"
"Cilic M.","Murray A.","Hard",2016,"2014-16"
"Fritz T.","Tiafoe F.","Hard",2016,"2014-16"
"Carreno Busta P.","Struff J.L.","Hard",2016,"2014-16"
"Schwartzman D.","Simon G.","Hard",2016,"2014-16"
"Verdasco F.","Fritz T.","Hard",2016,"2014-16"
"Verdasco F.","Johnson S.","Hard",2016,"2014-16"
"Carreno Busta P.","Bautista Agut R.","Hard",2016,"2014-16"
"Isner J.","Tiafoe F.","Hard",2016,"2014-16"
"Paire B.","Lajovic D.","Hard",2016,"2014-16"
"Wawrinka S.","Verdasco F.","Hard",2016,"2014-16"
"Nishikori K.","Khachanov K.","Hard",2016,"2014-16"
"Sousa J.","Lopez F.","Hard",2016,"2014-16"
"Dimitrov G.","Chardy J.","Hard",2016,"2014-16"
"Thiem D.","Carreno Busta P.","Hard",2016,"2014-16"
"Dimitrov G.","Sousa J.","Hard",2016,"2014-16"
"Murray A.","Dimitrov G.","Hard",2016,"2014-16"
"Nishikori K.","Murray A.","Hard",2016,"2014-16"
"Djokovic N.","Monfils G.","Hard",2016,"2014-16"
"Wawrinka S.","Nishikori K.","Hard",2016,"2014-16"
"Wawrinka S.","Djokovic N.","Hard",2016,"2014-16"
"Goffin D.","Struff J.L.","Hard",2016,"2014-16"
"Thiem D.","Simon G.","Hard",2016,"2014-16"
"Zverev A.","Khachanov K.","Hard",2016,"2014-16"
"Medvedev D.","Bublik A.","Hard",2016,"2014-16"
"Lajovic D.","Verdasco F.","Hard",2016,"2014-16"
"Sousa J.","Rublev A.","Hard",2016,"2014-16"
"Zverev A.","Medvedev D.","Hard",2016,"2014-16"
"Bautista Agut R.","Sousa J.","Hard",2016,"2014-16"
"Wawrinka S.","Bautista Agut R.","Hard",2016,"2014-16"
"Zverev A.","Wawrinka S.","Hard",2016,"2014-16"
"Khachanov K.","Sousa J.","Hard",2016,"2014-16"
"Khachanov K.","Mannarino A.","Hard",2016,"2014-16"
"Dimitrov G.","Lajovic D.","Hard",2016,"2014-16"
"Khachanov K.","Lopez F.","Hard",2016,"2014-16"
"Dimitrov G.","Schwartzman D.","Hard",2016,"2014-16"
"Ramos-Vinolas A.","Thiem D.","Hard",2016,"2014-16"
"Ramos-Vinolas A.","Dimitrov G.","Hard",2016,"2014-16"
"Khachanov K.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Zverev A.","Thiem D.","Hard",2016,"2014-16"
"Mannarino A.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Dimitrov G.","Johnson S.","Hard",2016,"2014-16"
"Nadal R.","Mannarino A.","Hard",2016,"2014-16"
"Carreno Busta P.","Gasquet R.","Hard",2016,"2014-16"
"Raonic M.","Carreno Busta P.","Hard",2016,"2014-16"
"Dimitrov G.","Nadal R.","Hard",2016,"2014-16"
"Murray A.","Dimitrov G.","Hard",2016,"2014-16"
"Cilic M.","Paire B.","Hard",2016,"2014-16"
"Cilic M.","Verdasco F.","Hard",2016,"2014-16"
"Monfils G.","Simon G.","Hard",2016,"2014-16"
"Goffin D.","Sousa J.","Hard",2016,"2014-16"
"Goffin D.","Cilic M.","Hard",2016,"2014-16"
"Fognini F.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Paire B.","Sousa J.","Hard",2016,"2014-16"
"Zverev A.","Isner J.","Hard",2016,"2014-16"
"Simon G.","Carreno Busta P.","Hard",2016,"2014-16"
"Dimitrov G.","Gasquet R.","Hard",2016,"2014-16"
"Djokovic N.","Fognini F.","Hard",2016,"2014-16"
"Monfils G.","Anderson K.","Hard",2016,"2014-16"
"Zverev A.","Cilic M.","Hard",2016,"2014-16"
"Goffin D.","Paire B.","Hard",2016,"2014-16"
"Bautista Agut R.","Fritz T.","Hard",2016,"2014-16"
"Murray A.","Johnson S.","Hard",2016,"2014-16"
"Goffin D.","Monfils G.","Hard",2016,"2014-16"
"Simon G.","Wawrinka S.","Hard",2016,"2014-16"
"Murray A.","Goffin D.","Hard",2016,"2014-16"
"Bautista Agut R.","Djokovic N.","Hard",2016,"2014-16"
"Murray A.","Simon G.","Hard",2016,"2014-16"
"Murray A.","Bautista Agut R.","Hard",2016,"2014-16"
"Schwartzman D.","Fritz T.","Hard",2016,"2014-16"
"Struff J.L.","Simon G.","Hard",2016,"2014-16"
"Gasquet R.","Struff J.L.","Hard",2016,"2014-16"
"Schwartzman D.","Goffin D.","Hard",2016,"2014-16"
"Gasquet R.","Schwartzman D.","Hard",2016,"2014-16"
"Bublik A.","Bautista Agut R.","Hard",2016,"2014-16"
"Fognini F.","Ramos-Vinolas A.","Hard",2016,"2014-16"
"Carreno Busta P.","Bublik A.","Hard",2016,"2014-16"
"Carreno Busta P.","Fognini F.","Hard",2016,"2014-16"
"Zverev A.","Mannarino A.","Hard",2016,"2014-16"
"Dimitrov G.","Anderson K.","Hard",2016,"2014-16"
"Nishikori K.","Lajovic D.","Hard",2016,"2014-16"
"Carreno Busta P.","Verdasco F.","Hard",2016,"2014-16"
"Cilic M.","Carreno Busta P.","Hard",2016,"2014-16"
"Cilic M.","Nishikori K.","Hard",2016,"2014-16"
"Isner J.","Struff J.L.","Hard",2016,"2014-16"
"Ramos-Vinolas A.","Fognini F.","Hard",2016,"2014-16"
"Isner J.","Lopez F.","Hard",2016,"2014-16"
"Murray A.","Simon G.","Hard",2016,"2014-16"
"Murray A.","Isner J.","Hard",2016,"2014-16"
"Carreno Busta P.","Fognini F.","Hard",2016,"2014-16"
"Raonic M.","Carreno Busta P.","Hard",2016,"2014-16"
"Gasquet R.","Johnson S.","Hard",2016,"2014-16"
"Simon G.","Bautista Agut R.","Hard",2016,"2014-16"
"Murray A.","Verdasco F.","Hard",2016,"2014-16"
"Struff J.L.","Wawrinka S.","Hard",2016,"2014-16"
"Cilic M.","Goffin D.","Hard",2016,"2014-16"
"Djokovic N.","Dimitrov G.","Hard",2016,"2014-16"
"Isner J.","Struff J.L.","Hard",2016,"2014-16"
"Cilic M.","Djokovic N.","Hard",2016,"2014-16"
"Isner J.","Cilic M.","Hard",2016,"2014-16"
"Murray A.","Isner J.","Hard",2016,"2014-16"
"Djokovic N.","Thiem D.","Hard",2016,"2014-16"
"Raonic M.","Monfils G.","Hard",2016,"2014-16"
"Nishikori K.","Wawrinka S.","Hard",2016,"2014-16"
"Murray A.","Cilic M.","Hard",2016,"2014-16"
"Thiem D.","Monfils G.","Hard",2016,"2014-16"
"Djokovic N.","Raonic M.","Hard",2016,"2014-16"
"Murray A.","Nishikori K.","Hard",2016,"2014-16"
"Wawrinka S.","Cilic M.","Hard",2016,"2014-16"
"Djokovic N.","Goffin D.","Hard",2016,"2014-16"
"Raonic M.","Thiem D.","Hard",2016,"2014-16"
"Murray A.","Wawrinka S.","Hard",2016,"2014-16"
"Cilic M.","Nishikori K.","Hard",2016,"2014-16"
"Murray A.","Raonic M.","Hard",2016,"2014-16"
"Djokovic N.","Nishikori K.","Hard",2016,"2014-16"
"Murray A.","Djokovic N.","Hard",2016,"2014-16"
"Dimitrov G.","Johnson S.","Hard",2017,"2017-19"
"Raonic M.","Schwartzman D.","Hard",2017,"2017-19"
"Dimitrov G.","Thiem D.","Hard",2017,"2017-19"
"Raonic M.","Nadal R.","Hard",2017,"2017-19"
"Nishikori K.","Wawrinka S.","Hard",2017,"2017-19"
"Dimitrov G.","Raonic M.","Hard",2017,"2017-19"
"Dimitrov G.","Nishikori K.","Hard",2017,"2017-19"
"Bautista Agut R.","Paire B.","Hard",2017,"2017-19"
"Bautista Agut R.","Medvedev D.","Hard",2017,"2017-19"
"Djokovic N.","Struff J.L.","Hard",2017,"2017-19"
"Murray A.","Chardy J.","Hard",2017,"2017-19"
"Verdasco F.","Goffin D.","Hard",2017,"2017-19"
"Djokovic N.","Verdasco F.","Hard",2017,"2017-19"
"Djokovic N.","Murray A.","Hard",2017,"2017-19"
"Sousa J.","Ramos-Vinolas A.","Hard",2017,"2017-19"
"Johnson S.","Isner J.","Hard",2017,"2017-19"
"De Minaur A.","Paire B.","Hard",2017,"2017-19"
"Khachanov K.","Mannarino A.","Hard",2017,"2017-19"
"Thiem D.","Struff J.L.","Hard",2017,"2017-19"
"Fognini F.","Lopez F.","Hard",2017,"2017-19"
"Djokovic N.","Verdasco F.","Hard",2017,"2017-19"
"Nishikori K.","Chardy J.","Hard",2017,"2017-19"
"Wawrinka S.","Johnson S.","Hard",2017,"2017-19"
"Murray A.","Rublev A.","Hard",2017,"2017-19"
"Zverev A.","Tiafoe F.","Hard",2017,"2017-19"
"Paire B.","Fognini F.","Hard",2017,"2017-19"
"Thiem D.","Paire B.","Hard",2017,"2017-19"
"Nadal R.","Zverev A.","Hard",2017,"2017-19"
"Raonic M.","Simon G.","Hard",2017,"2017-19"
"Dimitrov G.","Gasquet R.","Hard",2017,"2017-19"
"Federer R.","Nishikori K.","Hard",2017,"2017-19"
"Goffin D.","Thiem D.","Hard",2017,"2017-19"
"Raonic M.","Bautista Agut R.","Hard",2017,"2017-19"
